,Class,Email Raw Text
703,ham,Just forced myself to eat a slice. I'm really not hungry tho. This sucks. Mark is getting worried. He knows I'm sick when I turn down pizza. Lol
704,ham,So there's a ring that comes with the guys costumes. It's there so they can gift their future yowifes. Hint hint
705,spam,Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.
706,ham,"He will, you guys close?"
707,ham,"I don't think I can get away for a trek that long with family in town, sorry"
708,ham,Are you free now?can i call now?
709,ham,None of that's happening til you get here though
710,spam,"For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk"
711,ham,You will be in the place of that man
712,ham,"Piggy, r u awake? I bet u're still sleeping. I'm going 4 lunch now..."
713,ham,Why don't you go tell your friend you're not sure you want to live with him because he smokes too much then spend hours begging him to come smoke
714,spam,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!
715,ham,Lol! U drunkard! Just doing my hair at d moment. Yeah still up 4 tonight. Wats the plan? 
716,ham,"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao..."
717,spam,FREE entry into our £250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk
718,ham,Nope... Think i will go for it on monday... Sorry i replied so late
719,ham,Realy sorry-i don't recognise this number and am now confused :) who r u please?! 
720,ham,4 oclock at mine. Just to bash out a flat plan.
721,spam,"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available"
722,ham,Yup i thk they r e teacher said that will make my face look longer. Darren ask me not 2 cut too short.
723,ham,Goodmorning sleeping ga.
724,ham,Lolnice. I went from a fish to ..water.?
725,ham,What Today-sunday..sunday is holiday..so no work..
726,ham,Email AlertFrom: Jeri StewartSize: 2KBSubject: Low-cost prescripiton drvgsTo listen to email call 123
727,ham,"Dear,Me at cherthala.in case u r coming cochin pls call bfore u start.i shall also reach accordingly.or tell me which day u r coming.tmorow i am engaged ans its holiday."
728,ham,I'm gonna say no. Sorry. I would but as normal am starting to panic about time. Sorry again! Are you seeing on Tuesday?
729,ham,"Sorry,in meeting I'll call later"
730,ham,Eh u remember how 2 spell his name... Yes i did. He v naughty make until i v wet.
731,ham,"Sorry, I'll call later"
732,ham,"Haha good to hear, I'm officially paid and on the market for an 8th"
733,ham,"What will we do in the shower, baby?"
734,ham,Thank u!
735,spam,"Think ur smart ? Win £200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week"
736,ham,Its a valentine game. . . Send dis msg to all ur friends. .. If 5 answers r d same then someone really loves u. Ques- which colour suits me the best?rply me
737,ham,Thanx...
738,ham,Carlos'll be here in a minute if you still need to buy
739,ham,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!
740,ham,Hey you told your name to gautham ah?
741,ham,I know you are. Can you pls open the back?
742,spam,"Hi hope u get this txt~journey hasnt been gd,now about 50 mins late I think."
743,ham,Did u got that persons story
744,ham,Great. Never been better. Each day gives even more reasons to thank God
745,ham,I am going to sao mu today. Will be done only at 12 
746,ham,It does it on its own. Most of the time it fixes my spelling. But sometimes it gets a completely diff word. Go figure
747,ham,Are you there in room.
748,ham,"Sorry, I'll call later"
749,ham,At home watching tv lor.
750,ham,Can you open the door?
751,ham,If we win its really no 1 side for long time.
752,ham,cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x
753,ham,You will recieve your tone within the next 24hrs. For Terms and conditions please see Channel U Teletext Pg 750
754,ham,Where did u go? My phone is gonna die you have to stay in here
755,ham,here is my new address -apples&pairs&all that malarky
756,ham,Even my brother is not like to speak with me. They treat me like aids patent.
757,ham,I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.
758,ham,Hey i will be late ah... Meet you at 945+
759,ham,Ffffffffff. Alright no way I can meet up with you sooner?
760,ham,When i have stuff to sell i.ll tell you
761,ham,K.k:)apo k.good movie.
762,ham,"I dont knw pa, i just drink milk.."
763,ham,Fine if thats the way u feel. Thats the way its gota b
764,ham,Did u receive my msg?
765,ham,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.
766,spam,88800 and 89034 are premium phone services call 08718711108
767,ham,When are you going to ride your bike?
768,ham,"Come to mu, we're sorting out our narcotics situation"
769,ham,"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ..."
770,ham,Boooo you always work. Just quit.
771,ham,Where u been hiding stranger?
772,ham,When did you get to the library
773,ham,"Cool, text me when you're parked"
774,spam,PRIVATE! Your 2003 Account Statement for 07753741225 shows 800 un-redeemed S. I. M. points. Call 08715203677 Identifier Code: 42478 Expires 24/10/04
775,ham,"Not sure yet, still trying to get a hold of him"
776,ham,Where are you lover ? I need you ...
777,ham,Yes see ya not on the dot
778,spam,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468
779,spam,"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3x£150pw to e£nd txt stop"
780,ham,No prob. I will send to your email.
781,ham,aathi..where are you dear..
782,ham,"It's fine, imma get a drink or somethin. Want me to come find you?"
783,ham,"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao... "
784,ham,Pls go ahead with watts. I just wanted to be sure. Do have a great weekend. Abiola
785,ham,"I call you later, don't have network. If urgnt, sms me."
786,ham,For fear of fainting with the of all that housework you just did? Quick have a cuppa
787,ham,&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.
788,ham,"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one."
789,spam,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.
790,ham,"Yeah hopefully, if tyler can't do it I could maybe ask around a bit"
791,ham,Good Morning my Dear........... Have a great &amp; successful day.
792,ham,WHO ARE YOU SEEING?
793,ham,That is wondar full flim.
794,ham,"Sorry my roommates took forever, it ok if I come by now?"
795,ham,I cant pick the phone right now. Pls send a message
796,ham,Dear good morning now only i am up
797,ham,"idc get over here, you are not weaseling your way out of this shit twice in a row"
798,ham,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day
799,ham,Pete can you please ring meive hardly gotany credit
800,spam,Get ur 1st RINGTONE FREE NOW! Reply to this msg with TONE. Gr8 TOP 20 tones to your phone every week just £1.50 per wk 2 opt out send STOP 08452810071 16
801,spam,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!
802,spam,"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q="
803,ham,Just sent it. So what type of food do you like?
804,ham,But that's on ebay it might be less elsewhere.
805,ham,Great escape. I fancy the bridge but needs her lager. See you tomo 
806,spam,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030
807,ham,Didn't you get hep b immunisation in nigeria.
808,spam,"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994"
809,ham,"Sir, I need AXIS BANK account no and bank address."
810,ham,"A famous quote : when you develop the ability to listen to 'anything' unconditionally without losing your temper or self confidence, it means you are ......... 'MARRIED'"
811,spam,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX
812,ham,The hair cream has not been shipped.
813,spam,+123 Congratulations - in this week's competition draw u have won the £1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm
814,ham,"Aight, I'll hit you up when I get some cash"
815,ham,U call me alter at 11 ok.
816,ham,Hey... Why dont we just go watch x men and have lunch... Haha 
817,ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
818,ham,Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic
819,ham,Yes i think so. I am in office but my lap is in room i think thats on for the last few days. I didnt shut that down
820,ham,I have many dependents
821,ham,"Ela kano.,il download, come wen ur free.."
822,ham,"K, text me when you're on the way"
823,ham,"Oops, I'll let you know when my roommate's done"
824,ham,"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday."
825,spam,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT
826,ham,Huh so early.. Then ü having dinner outside izzit?
827,ham,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy! This is the message i sent days ago"
828,ham,Please dont say like that. Hi hi hi
829,ham,Check audrey's status right now
830,ham,K.k:)when are you going?
831,spam,"our mobile number has won £5000, to claim calls us back or ring the claims hot line on 09050005321."
832,ham,You will be in the place of that man
833,ham,What is the plural of the noun research?
834,ham,What is this 'hex' place you talk of? Explain!
835,ham,What you doing?how are you?
836,spam,"Your free ringtone is waiting to be collected. Simply text the password MIX to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16"
837,ham,"She was supposed to be but couldn't make it, she's still in town though"
838,ham,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense."
839,ham,MAKE SURE ALEX KNOWS HIS BIRTHDAY IS OVER IN FIFTEEN MINUTES AS FAR AS YOU'RE CONCERNED
840,ham,Yup next stop.
841,ham,I'm going out to buy mum's present ar.
842,ham,Booked ticket for pongal?
843,ham,Yes :)it completely in out of form:)clark also utter waste.
844,ham,"Yeah sure, give me a couple minutes to track down my wallet"
845,ham,He is there. You call and meet him
846,ham,I see a cup of coffee animation
